,시도,일시,fire,평균기온(°C),최고기온(°C),일강수량(mm),평균 상대습도(%),최대 풍속(m/s),평균 풍속(m/s),최저기온(°C),일 최심적설(cm)
0,경북,2016-01-03,1,4.3769230769230765,16.3,0.0,72.41538461538461,6.5,1.1846153846153846,-6.6,0.0
1,경북,2016-01-04,0,5.1923076923076925,12.9,0.0,50.80769230769231,8.3,2.715384615384615,-6.2,0.0
2,경북,2016-01-05,0,0.4230769230769231,7.0,0.0,33.07692307692308,8.1,2.646153846153846,-7.0,0.0
3,경북,2016-01-06,1,0.0846153846153846,7.0,0.0,46.51538461538462,9.6,2.976923076923077,-9.8,0.0
4,경북,2016-01-07,0,-0.030769230769230795,6.4,0.0,44.19230769230769,8.1,3.0923076923076924,-9.2,0.0
5,경북,2016-01-08,1,-1.0846153846153845,5.9,0.0,43.684615384615384,9.9,3.223076923076923,-10.3,0.0
6,경북,2016-01-09,1,-0.21538461538461537,7.3,0.0,51.107692307692304,7.8,2.276923076923077,-12.0,0.0
7,경북,2016-01-10,0,1.3692307692307693,8.1,0.0,50.76923076923077,8.3,2.3692307692307693,-6.9,0.0
8,경북,2016-01-11,0,-1.2,7.0,0.0,36.48461538461539,7.9,2.3076923076923075,-11.7,0.0
9,경북,2016-01-12,0,-2.630769230769231,7.1,0.0,38.01538461538461,8.3,2.4153846153846152,-15.2,0.0
10,경북,2016-01-13,0,-1.482051282051282,3.9,0.08461538461538462,54.66923076923077,9.9,2.9923076923076923,-11.8,0.0
11,경북,2016-01-14,0,-1.853846153846154,4.7,0.0,46.94615384615384,8.8,2.4769230769230766,-9.0,0.0
12,경북,2016-01-15,0,-1.776923076923077,7.8,0.015384615384615385,63.42307692307692,6.3,1.0846153846153845,-11.3,0.0
13,경북,2016-01-16,0,-0.9000000000000001,9.3,0.0,63.853846153846156,5.2,1.0461538461538462,-12.6,0.0
14,경북,2016-01-17,1,0.7307692307692307,7.4,2.976923076923077,82.13846153846154,3.4,0.7769230769230769,-7.1,0.0
15,경북,2016-01-18,0,-1.9,5.6,0.36153846153846153,61.00769230769231,13.0,4.523076923076923,-10.7,0.0
16,경북,2016-01-19,0,-8.323076923076924,-3.4,0.023076923076923075,41.26153846153846,14.3,6.1461538461538465,-13.9,0.0
17,경북,2016-01-20,0,-7.9,-0.6,0.0,47.392307692307696,9.8,2.9692307692307693,-17.6,0.0
18,경북,2016-01-21,0,-5.3538461538461535,2.4,0.0,42.63076923076923,7.8,2.353846153846154,-15.4,0.0
19,경북,2016-01-22,0,-4.2384615384615385,4.0,0.0,35.86153846153846,8.1,2.746153846153846,-17.4,0.0
20,경북,2016-01-23,0,-7.0,-0.9,0.0,29.423076923076923,9.2,3.8461538461538463,-15.4,0.0
21,경북,2016-01-24,0,-11.707692307692307,-5.7,0.015384615384615385,41.29230769230769,10.6,4.007692307692308,-19.3,0.0
22,경북,2016-01-25,0,-6.907692307692307,1.1,0.0,47.276923076923076,8.8,3.523076923076923,-18.6,0.0
23,경북,2016-01-26,0,-2.1794871794871793,4.9,0.015384615384615385,56.603846153846156,10.8,2.9538461538461536,-14.6,0.0
24,경북,2016-01-27,0,0.14615384615384622,8.2,0.0,49.49230769230769,9.9,2.269230769230769,-10.8,0.0
25,경북,2016-01-28,0,-0.9230769230769231,6.6,2.6846153846153844,64.25384615384615,6.1,0.9230769230769231,-12.3,1.6
26,경북,2016-01-29,0,1.5615384615384615,6.5,8.73076923076923,89.48461538461538,10.2,1.5,-2.2,2.7
27,경북,2016-01-30,0,2.146153846153846,6.7,0.7153846153846153,87.95384615384616,9.2,1.2076923076923078,-3.8,0.0
28,경북,2016-01-31,0,-0.16153846153846158,5.5,0.0,51.16153846153846,8.2,2.723076923076923,-7.2,0.0
29,경북,2016-02-01,0,-2.646153846153846,5.5,0.0,38.91538461538461,7.7,2.9692307692307693,-12.9,0.0
30,경북,2016-02-02,0,-3.6769230769230767,5.5,0.0,41.83846153846154,7.1,2.2384615384615385,-16.3,0.0
31,경북,2016-02-03,0,-2.4307692307692306,6.7,0.0,46.79230769230769,7.6,2.207692307692308,-17.1,0.0
32,경북,2016-02-04,1,0.39999999999999997,6.7,0.0,45.715384615384615,9.6,2.923076923076923,-12.5,0.0
33,경북,2016-02-05,0,-0.3,7.9,0.0,35.161538461538456,8.4,3.069230769230769,-12.5,0.0
34,경북,2016-02-06,0,-1.2923076923076924,5.8,0.2,41.05384615384616,7.0,2.623076923076923,-11.8,0.1
35,경북,2016-02-07,1,-2.1538461538461537,7.7,0.0,43.07692307692308,6.8,1.7000000000000002,-13.7,0.0
36,경북,2016-02-08,1,0.4769230769230769,8.9,0.0,44.823076923076925,8.1,2.1153846153846154,-15.0,0.0
37,경북,2016-02-09,1,2.3846153846153846,8.6,0.0,35.276923076923076,10.2,4.030769230769231,-7.5,0.0
38,경북,2016-02-09,1,2.3846153846153846,8.6,0.0,35.276923076923076,10.2,4.030769230769231,-7.5,0.0
39,경북,2016-02-10,1,1.0384615384615385,12.3,0.0,49.51538461538462,5.5,1.2923076923076924,-11.7,0.0
40,경북,2016-02-11,0,3.899145299145299,15.1,0.0,54.99230769230769,5.3,1.2076923076923076,-9.5,0.0
41,경북,2016-02-12,0,7.723076923076922,14.3,12.600000000000001,90.6846153846154,5.9,1.123076923076923,0.4,0.0
42,경북,2016-02-13,0,11.653846153846153,19.3,7.084615384615384,93.43846153846154,7.0,0.9538461538461539,4.8,0.0
43,경북,2016-02-14,0,2.1307692307692307,17.1,0.3692307692307692,65.41538461538461,10.2,4.538461538461538,-5.0,0.0
44,경북,2016-02-15,0,-3.5846153846153848,1.8,0.02307692307692308,43.715384615384615,9.4,4.130769230769231,-8.7,0.0
45,경북,2016-02-16,0,-0.7923076923076924,5.2,0.3230769230769231,58.392307692307696,8.7,3.2461538461538457,-9.7,0.0
46,경북,2016-02-17,0,0.8615384615384615,7.9,0.0,43.5923076923077,9.9,2.9153846153846152,-12.3,0.0
47,경북,2016-02-18,0,2.3,10.9,0.0,54.607692307692304,6.4,1.7692307692307692,-7.8,0.0
48,경북,2016-02-19,0,3.923076923076923,13.0,0.0,49.37692307692308,8.5,1.8846153846153846,-6.1,0.0
49,경북,2016-02-20,0,3.553846153846154,11.5,0.0,47.15384615384615,9.8,2.576923076923077,-3.3,0.0
50,경북,2016-02-21,0,0.5,7.7,0.0,32.65384615384615,8.8,2.930769230769231,-8.8,0.0
51,경북,2016-02-22,0,2.569230769230769,9.3,0.0,37.23076923076923,5.9,1.2846153846153845,-4.8,0.0
52,경북,2016-02-23,1,3.4538461538461536,11.2,0.015384615384615385,39.36153846153846,8.5,2.9846153846153842,-4.6,0.0
53,경북,2016-02-24,0,-0.8923076923076922,5.6,0.25384615384615383,48.70769230769231,7.7,2.4846153846153842,-7.8,0.0
54,경북,2016-02-25,0,-0.061538461538461535,7.1,0.0,42.80769230769231,9.1,2.8153846153846156,-11.1,0.0
55,경북,2016-02-26,0,2.253846153846154,8.9,0.9307692307692308,67.68461538461538,7.0,1.9769230769230768,-6.0,1.2
56,경북,2016-02-27,0,4.053846153846154,12.9,1.3461538461538463,67.47692307692309,8.4,1.6307692307692307,-3.0,0.0
57,경북,2016-02-28,0,4.115384615384615,16.8,5.2153846153846155,70.76923076923077,10.5,2.0846153846153848,-2.7,0.0
58,경북,2016-02-29,1,-2.076923076923077,4.4,0.15384615384615385,51.03076923076923,9.5,4.092307692307693,-8.2,0.0
59,경북,2016-03-01,0,-1.7846153846153845,6.6,0.0,44.44615384615384,8.3,2.976923076923077,-11.6,0.0
60,경북,2016-03-02,0,2.661538461538462,13.8,0.0,50.34615384615385,7.9,1.9769230769230768,-9.1,0.0
61,경북,2016-03-03,1,5.638461538461538,18.7,0.0,55.66923076923077,6.2,1.4384615384615387,-6.6,0.0
62,경북,2016-03-04,0,6.7153846153846155,15.0,7.023076923076923,82.36923076923077,6.1,1.176923076923077,-3.6,0.0
63,경북,2016-03-05,0,10.492307692307692,17.7,29.54615384615385,91.53076923076924,8.2,1.4923076923076921,5.8,0.0
64,경북,2016-03-06,0,11.569230769230769,19.2,4.792307692307692,71.6,10.0,2.0846153846153848,0.7,0.0
65,경북,2016-03-07,0,8.584615384615384,17.8,0.0,65.25384615384615,6.9,1.4769230769230768,-1.4,0.0
66,경북,2016-03-08,0,6.892307692307692,11.3,0.015384615384615385,36.39230769230769,7.4,2.576923076923077,-1.1,0.0
67,경북,2016-03-09,0,4.423076923076923,12.3,0.0,47.03846153846154,9.5,2.9384615384615387,-1.1,0.0
68,경북,2016-03-10,0,1.6076923076923075,8.4,0.0,39.56153846153846,8.2,3.0846153846153848,-5.1,0.0
69,경북,2016-03-11,0,0.34615384615384615,7.8,0.0,40.97692307692308,7.1,2.5153846153846158,-8.8,0.0
70,경북,2016-03-12,0,1.876923076923077,10.1,0.0,45.83076923076923,7.5,1.8461538461538463,-9.6,0.0
71,경북,2016-03-13,0,3.523076923076923,10.6,0.0,54.12307692307692,5.3,1.2153846153846155,-3.9,0.0
72,경북,2016-03-14,1,3.376923076923077,13.6,0.0,61.06153846153846,9.9,2.1,-6.4,0.0
73,경북,2016-03-15,1,5.753846153846154,15.7,0.0,47.5,7.0,1.8153846153846156,-7.4,0.0
74,경북,2016-03-16,1,9.153846153846153,19.5,0.0,33.676923076923075,7.8,1.9538461538461538,-1.2,0.0
75,경북,2016-03-17,1,10.684615384615386,21.7,0.0,34.51538461538461,6.9,1.669230769230769,-4.8,0.0
76,경북,2016-03-17,1,10.684615384615386,21.7,0.0,34.51538461538461,6.9,1.669230769230769,-4.8,0.0
77,경북,2016-03-17,1,10.684615384615386,21.7,0.0,34.51538461538461,6.9,1.669230769230769,-4.8,0.0
78,경북,2016-03-17,1,10.684615384615386,21.7,0.0,34.51538461538461,6.9,1.669230769230769,-4.8,0.0
79,경북,2016-03-18,0,9.938461538461537,15.1,8.146153846153847,85.14615384615385,5.2,0.9538461538461539,3.8,0.0
80,경북,2016-03-19,0,10.092307692307692,19.2,0.0,71.77692307692308,8.1,2.1076923076923078,1.7,0.0
81,경북,2016-03-20,0,7.138461538461538,14.9,0.0,68.88461538461539,5.7,1.7461538461538462,-1.0,0.0
82,경북,2016-03-21,0,7.915384615384616,18.2,0.0,60.44615384615384,6.5,1.6153846153846154,-3.7,0.0
83,경북,2016-03-22,0,10.515384615384615,21.1,0.0,44.73846153846154,8.3,2.6384615384615384,-3.2,0.0
84,경북,2016-03-23,0,8.346153846153847,16.1,0.26153846153846155,53.91538461538461,7.6,2.523076923076923,1.7,0.0
85,경북,2016-03-24,0,6.038461538461538,13.6,0.5692307692307692,57.29230769230769,8.6,2.2384615384615385,-2.5,0.0
86,경북,2016-03-25,1,5.3076923076923075,11.9,0.36153846153846153,67.68461538461538,5.6,1.4384615384615385,-1.4,0.0
87,경북,2016-03-26,0,5.723076923076923,13.9,0.12307692307692308,65.8,7.3,1.5538461538461539,-2.2,0.0
88,경북,2016-03-27,1,7.153846153846154,16.2,0.0,48.34615384615385,8.0,2.423076923076923,-4.5,0.0
89,경북,2016-03-27,1,7.153846153846154,16.2,0.0,48.34615384615385,8.0,2.423076923076923,-4.5,0.0
90,경북,2016-03-28,1,9.223076923076924,19.4,0.0,33.48461538461539,7.2,2.0307692307692307,-4.0,0.0
91,경북,2016-03-29,0,11.807692307692308,20.7,0.0,41.94615384615384,8.0,2.161538461538462,-1.0,0.0
92,경북,2016-03-30,1,13.215384615384616,22.7,0.0,43.08461538461539,8.0,2.2,1.9,0.0
93,경북,2016-03-30,1,13.215384615384616,22.7,0.0,43.08461538461539,8.0,2.2,1.9,0.0
94,경북,2016-03-30,1,13.215384615384616,22.7,0.0,43.08461538461539,8.0,2.2,1.9,0.0
95,경북,2016-03-31,0,11.461538461538462,22.4,0.0,39.37692307692308,5.5,1.3461538461538463,-2.8,0.0
96,경북,2016-04-01,0,12.453846153846154,26.1,0.0,47.83846153846154,7.0,1.830769230769231,-2.3,0.0
97,경북,2016-04-02,1,14.215384615384616,25.5,0.0,52.02307692307692,7.8,1.7846153846153845,-0.2,0.0
98,경북,2016-04-03,0,11.161538461538461,17.9,12.153846153846153,76.27692307692308,8.3,1.7307692307692308,5.1,0.0
99,경북,2016-04-04,0,9.776923076923076,15.4,3.2615384615384615,84.04615384615384,6.5,1.5769230769230769,4.7,0.0
100,경북,2016-04-05,1,12.192307692307692,21.5,0.0,51.715384615384615,7.3,2.1923076923076925,2.1,0.0
101,경북,2016-04-06,0,12.815384615384614,24.0,8.03076923076923,52.176923076923075,6.4,1.7461538461538462,-0.3,0.0
102,경북,2016-04-07,0,12.215384615384616,19.2,31.22307692307692,82.73846153846154,7.4,1.9461538461538461,6.9,0.0
103,경북,2016-04-08,0,15.776923076923076,24.9,0.0,49.215384615384615,8.2,2.5923076923076924,3.7,0.0
104,경북,2016-04-09,0,16.56153846153846,25.9,0.0,49.76923076923077,7.2,2.215384615384615,3.3,0.0
105,경북,2016-04-10,0,12.899999999999999,26.2,1.4538461538461538,65.6923076923077,10.3,2.5999999999999996,5.3,0.0
106,경북,2016-04-11,0,8.97948717948718,16.5,0.24615384615384617,63.150000000000006,8.3,2.4538461538461536,1.2,0.0
107,경북,2016-04-12,0,10.938461538461537,21.1,0.0923076923076923,57.53076923076923,6.0,1.6153846153846154,-0.8,0.0
108,경북,2016-04-13,0,12.63076923076923,17.0,13.392307692307693,93.96923076923076,4.8,1.0230769230769232,6.2,0.0
109,경북,2016-04-14,0,15.746153846153845,24.9,0.0,62.315384615384616,8.1,2.5,5.8,0.0
110,경북,2016-04-15,0,13.184615384615386,23.3,0.0,59.89999999999999,9.8,2.0307692307692307,1.9,0.0
111,경북,2016-04-16,0,14.053846153846154,23.8,11.36923076923077,71.03846153846153,9.1,2.1846153846153844,3.5,0.0
112,경북,2016-04-17,0,13.96923076923077,19.9,9.238461538461538,49.84615384615385,15.5,5.607692307692308,7.7,0.0
113,경북,2016-04-18,0,13.823076923076922,22.1,0.7230769230769231,39.676923076923075,9.9,3.3076923076923075,3.8,0.0
114,경북,2016-04-19,0,12.284615384615384,21.0,0.0,51.88461538461539,8.1,2.3923076923076922,4.4,0.0
115,경북,2016-04-20,0,13.26923076923077,23.1,0.06923076923076923,56.83076923076923,6.9,1.5,2.1,0.0
116,경북,2016-04-21,0,13.084615384615384,18.4,33.80769230769231,88.86923076923077,5.4,1.5,8.3,0.0
117,경북,2016-04-22,0,18.361538461538462,27.8,0.0,60.92307692307692,7.1,2.3461538461538463,8.1,0.0
118,경북,2016-04-23,0,16.115384615384617,23.2,0.0,39.19230769230769,8.1,1.8153846153846156,7.0,0.0
119,경북,2016-04-24,0,13.515384615384615,24.7,0.0,43.73846153846154,9.1,1.8384615384615384,1.2,0.0
120,경북,2016-04-25,1,15.23076923076923,28.4,0.0,49.93076923076923,5.4,1.4384615384615385,0.1,0.0
121,경북,2016-04-26,0,16.292307692307695,29.5,0.0,55.94615384615384,9.4,2.353846153846154,4.7,0.0
122,경북,2016-04-27,0,10.46923076923077,16.2,26.353846153846156,85.3076923076923,11.3,2.753846153846154,7.9,0.0
123,경북,2016-04-28,0,12.715384615384616,21.4,2.2153846153846155,71.63846153846154,9.5,2.169230769230769,5.8,0.0
124,경북,2016-04-29,0,14.13076923076923,24.0,0.34615384615384615,58.53846153846154,6.4,1.7538461538461538,2.2,0.0
125,경북,2016-04-30,0,17.015384615384615,26.9,0.0,53.07692307692308,8.1,2.338461538461538,4.1,0.0
126,경북,2016-05-01,0,19.26153846153846,30.2,0.0,48.0923076923077,7.2,1.9692307692307693,6.5,0.0
127,경북,2016-05-02,0,19.16923076923077,28.6,0.7461538461538463,60.5923076923077,8.2,2.1153846153846154,5.0,0.0
128,경북,2016-05-03,0,15.684615384615386,23.3,13.715384615384616,75.3076923076923,11.6,3.869230769230769,8.0,0.0
129,경북,2016-05-04,0,18.03076923076923,25.3,0.0923076923076923,28.707692307692305,12.6,6.276923076923077,8.2,0.0
130,경북,2016-05-05,0,19.015384615384615,28.8,0.03076923076923077,35.276923076923076,10.3,2.323076923076923,4.8,0.0
131,경북,2016-05-06,0,19.56923076923077,27.1,0.05384615384615384,66.70769230769231,8.6,2.292307692307692,12.5,0.0
132,경북,2016-05-07,1,17.915384615384614,26.3,0.0,44.80769230769231,8.4,3.123076923076923,9.2,0.0
133,경북,2016-05-08,0,17.03076923076923,27.4,0.0,52.24615384615385,6.0,1.7000000000000002,5.0,0.0
134,경북,2016-05-09,0,18.346153846153847,26.0,0.0,54.15384615384615,4.5,1.0923076923076922,9.2,0.0
135,경북,2016-05-10,0,13.569230769230769,20.3,19.06153846153846,87.08461538461538,9.8,1.7538461538461538,10.5,0.0
136,경북,2016-05-11,0,15.646153846153847,24.6,3.1769230769230767,73.1923076923077,8.2,1.6846153846153844,9.6,0.0
137,경북,2016-05-12,0,18.376923076923077,28.5,0.0,62.44615384615384,6.3,1.8692307692307693,8.0,0.0
138,경북,2016-05-13,0,15.76923076923077,24.1,0.007692307692307693,65.76923076923077,10.0,2.161538461538462,6.2,0.0
139,경북,2016-05-14,0,15.330769230769231,26.4,0.0,62.276923076923076,6.4,1.9384615384615385,3.5,0.0
140,경북,2016-05-15,0,18.815384615384616,27.3,1.1846153846153846,67.25384615384615,9.4,2.323076923076923,6.5,0.0
141,경북,2016-05-16,0,14.976923076923075,24.3,7.823076923076924,56.4076923076923,9.6,3.376923076923077,6.0,0.0
142,경북,2016-05-17,0,17.523076923076925,29.7,0.0,48.7,5.8,1.6076923076923075,2.8,0.0
143,경북,2016-05-18,0,20.107692307692307,32.2,0.0,49.52307692307692,5.6,1.5153846153846153,6.4,0.0
144,경북,2016-05-19,0,19.06923076923077,31.9,0.0,50.56923076923077,6.2,1.5307692307692307,6.4,0.0
145,경북,2016-05-20,0,18.192307692307693,30.4,0.0,54.98461538461538,5.7,1.6846153846153844,4.1,0.0
146,경북,2016-05-21,0,17.884615384615383,29.7,0.0,53.03076923076923,5.4,1.7000000000000002,4.2,0.0
147,경북,2016-05-22,1,17.692307692307693,30.3,0.0,54.07692307692308,5.4,1.7923076923076924,3.8,0.0
148,경북,2016-05-23,0,19.323076923076925,30.5,0.0,52.607692307692304,5.5,1.376923076923077,3.6,0.0
149,경북,2016-05-24,0,18.1,23.7,10.561538461538463,81.1,8.8,1.7692307692307692,11.5,0.0
150,경북,2016-05-25,0,19.192307692307693,28.7,0.0,66.29230769230769,7.4,1.7538461538461538,9.2,0.0
151,경북,2016-05-26,0,20.700000000000003,29.7,0.0,64.93076923076923,6.7,1.7384615384615385,9.1,0.0
152,경북,2016-05-27,0,21.96153846153846,30.1,0.0,55.50769230769231,4.9,1.5307692307692307,12.1,0.0
153,경북,2016-05-28,0,21.56153846153846,30.2,0.0,53.184615384615384,5.2,1.5846153846153848,11.8,0.0
154,경북,2016-05-29,0,20.46153846153846,29.8,0.038461538461538464,59.91538461538461,7.8,1.8076923076923077,10.5,0.0
155,경북,2016-05-30,0,21.653846153846153,32.4,0.0,57.3,6.2,2.1384615384615384,9.2,0.0
156,경북,2016-05-31,0,22.676923076923078,32.3,0.0,52.53076923076923,6.7,2.4076923076923076,9.1,0.0
157,경북,2016-06-01,0,19.73846153846154,28.5,0.0,50.99230769230769,6.4,2.230769230769231,9.2,0.0
158,경북,2016-06-02,1,19.192307692307693,29.9,0.0,52.26153846153846,5.4,1.6538461538461537,5.4,0.0
159,경북,2016-06-03,0,21.792307692307695,31.7,0.0,50.20769230769231,6.2,1.776923076923077,7.2,0.0
160,경북,2016-06-04,0,19.77692307692308,25.4,0.05384615384615384,65.64615384615385,5.1,1.2076923076923078,13.3,0.0
161,경북,2016-06-05,1,20.215384615384615,31.3,0.0,63.06923076923077,7.3,2.330769230769231,11.6,0.0
162,경북,2016-06-06,0,17.984615384615385,23.5,1.0692307692307692,81.0,5.4,1.4307692307692308,10.0,0.0
163,경북,2016-06-07,0,21.361538461538462,29.4,0.038461538461538464,73.85384615384615,4.6,1.2538461538461538,15.2,0.0
164,경북,2016-06-08,0,20.73846153846154,27.2,2.5999999999999996,81.37692307692308,4.2,1.0076923076923077,16.2,0.0
165,경북,2016-06-09,0,21.976923076923075,31.7,0.0,72.3076923076923,6.6,1.6307692307692307,14.7,0.0
166,경북,2016-06-10,0,23.246153846153845,33.1,0.0,66.87692307692308,6.0,1.623076923076923,13.9,0.0
167,경북,2016-06-11,0,24.076923076923077,32.5,2.1,70.56153846153846,6.7,1.5846153846153848,14.7,0.0
168,경북,2016-06-12,0,23.115384615384617,29.5,1.0692307692307692,82.29230769230769,4.4,1.1,18.6,0.0
169,경북,2016-06-13,0,22.54615384615385,32.3,1.5230769230769232,76.33076923076922,7.7,1.823076923076923,17.5,0.0
170,경북,2016-06-14,0,21.939316239316238,31.1,0.8,77.97307692307692,4.8,1.3692307692307693,16.4,0.0
171,경북,2016-06-15,0,21.715384615384615,26.2,4.453846153846154,78.57692307692308,5.8,1.3923076923076925,16.6,0.0
172,경북,2016-06-16,0,22.930769230769233,29.4,5.976923076923077,69.37692307692308,8.0,2.2615384615384615,16.4,0.0
173,경북,2016-06-17,0,23.63076923076923,32.2,0.0,59.00769230769231,6.5,2.3384615384615386,14.8,0.0
174,경북,2016-06-18,1,24.76153846153846,34.1,0.0,57.638461538461534,6.7,1.6846153846153844,13.4,0.0
175,경북,2016-06-19,0,24.138461538461538,33.1,1.169230769230769,64.05384615384615,6.1,1.8692307692307693,15.5,0.0
176,경북,2016-06-20,0,23.99230769230769,33.1,0.2846153846153846,65.1,5.8,1.5307692307692307,13.7,0.0
177,경북,2016-06-21,0,23.153846153846153,31.0,0.38461538461538464,74.61538461538461,6.8,1.7461538461538462,17.5,0.0
178,경북,2016-06-22,0,22.815384615384616,29.3,0.46153846153846156,77.83076923076922,6.0,1.8384615384615384,17.0,0.0
179,경북,2016-06-23,0,24.984615384615385,33.8,0.038461538461538464,66.42307692307692,5.7,1.5923076923076922,16.9,0.0
180,경북,2016-06-24,0,21.76153846153846,25.9,23.623076923076926,86.77692307692307,6.6,1.7461538461538462,18.6,0.0
181,경북,2016-06-25,0,22.853846153846156,29.5,0.015384615384615385,56.92307692307692,8.0,2.8923076923076922,15.2,0.0
182,경북,2016-06-26,0,23.015384615384615,31.2,0.0,61.315384615384616,6.3,2.1,12.3,0.0
183,경북,2016-06-27,0,22.584615384615386,29.9,0.007692307692307693,68.91538461538462,5.5,1.2923076923076924,12.9,0.0
184,경북,2016-06-28,1,22.338461538461537,30.9,0.0,68.6,5.3,1.646153846153846,14.8,0.0
185,경북,2016-06-28,1,22.338461538461537,30.9,0.0,68.6,5.3,1.646153846153846,14.8,0.0
186,경북,2016-06-29,0,22.569230769230767,28.8,0.06153846153846154,71.65384615384616,4.7,1.3384615384615384,14.4,0.0
187,경북,2016-06-30,1,24.753846153846155,33.5,1.0769230769230769,72.73846153846154,7.2,1.5692307692307692,17.2,0.0
188,경북,2016-07-01,0,24.138461538461538,30.3,36.284615384615385,85.39230769230768,7.6,1.7000000000000002,19.0,0.0
189,경북,2016-07-02,0,24.5,29.5,34.815384615384616,83.05384615384615,7.0,1.8692307692307693,19.9,0.0
190,경북,2016-07-03,0,22.676923076923078,27.9,14.907692307692308,85.23846153846154,6.6,1.4,18.2,0.0
191,경북,2016-07-04,0,20.200000000000003,22.7,76.1076923076923,95.14615384615385,4.8,1.330769230769231,18.1,0.0
192,경북,2016-07-05,0,25.346153846153847,33.7,14.63076923076923,81.29230769230769,6.9,1.6,18.3,0.0
193,경북,2016-07-06,0,22.86923076923077,31.5,55.63076923076923,92.65384615384616,6.3,1.2999999999999998,17.7,0.0
194,경북,2016-07-07,0,23.92820512820513,33.2,4.269230769230769,84.68076923076923,8.0,1.2538461538461538,17.4,0.0
195,경북,2016-07-08,0,25.176923076923078,33.8,0.015384615384615385,76.68461538461538,5.7,1.2999999999999998,18.7,0.0
196,경북,2016-07-09,0,26.33076923076923,35.7,0.0,72.24615384615385,4.9,1.353846153846154,18.6,0.0
197,경북,2016-07-10,0,26.03076923076923,33.5,0.11538461538461539,73.78461538461539,4.5,1.2999999999999998,17.6,0.0
198,경북,2016-07-11,0,25.49230769230769,32.9,1.853846153846154,81.20769230769231,4.9,1.169230769230769,19.1,0.0
199,경북,2016-07-12,0,25.53076923076923,32.8,1.169230769230769,84.08461538461538,5.1,1.330769230769231,20.9,0.0
200,경북,2016-07-13,0,26.292307692307695,32.7,0.038461538461538464,73.26923076923077,6.9,1.7076923076923076,18.7,0.0
201,경북,2016-07-14,0,23.684615384615384,31.7,0.9153846153846155,77.9076923076923,8.2,1.7999999999999998,17.8,0.0
202,경북,2016-07-15,0,23.153846153846153,30.8,0.0,73.36923076923077,7.1,1.823076923076923,16.1,0.0
203,경북,2016-07-16,0,20.684615384615384,23.7,19.507692307692306,92.92307692307692,6.1,1.4230769230769231,17.9,0.0
204,경북,2016-07-17,0,23.784615384615385,32.1,0.13076923076923078,79.9,5.4,1.2307692307692308,18.9,0.0
205,경북,2016-07-18,0,23.76153846153846,31.6,0.0,75.85384615384615,5.2,1.4461538461538461,17.4,0.0
206,경북,2016-07-19,0,24.215384615384615,32.5,0.0,77.58461538461539,5.3,1.669230769230769,17.3,0.0
207,경북,2016-07-20,0,23.184615384615384,28.8,0.0,79.30000000000001,5.1,1.7846153846153845,17.7,0.0
208,경북,2016-07-21,0,23.076923076923077,30.8,0.0,77.77692307692308,5.1,1.4,16.7,0.0
209,경북,2016-07-22,0,23.96153846153846,32.9,0.0,73.76153846153846,4.8,1.646153846153846,15.8,0.0
210,경북,2016-07-23,0,24.99230769230769,34.7,0.0,76.42307692307692,4.3,1.3076923076923077,15.4,0.0
211,경북,2016-07-24,0,27.415384615384617,34.8,0.03076923076923077,77.03076923076922,5.7,1.2230769230769232,20.0,0.0
212,경북,2016-07-25,0,26.807692307692307,33.9,8.592307692307692,86.37692307692308,5.3,1.146153846153846,22.6,0.0
213,경북,2016-07-26,0,28.176923076923078,35.5,0.46923076923076923,74.3,5.9,1.5461538461538462,21.3,0.0
214,경북,2016-07-27,0,28.376923076923074,35.9,0.038461538461538464,71.43076923076923,5.4,1.6153846153846154,19.7,0.0
215,경북,2016-07-28,0,28.623076923076926,36.0,0.7230769230769231,70.84615384615384,6.9,1.7076923076923076,20.4,0.0
216,경북,2016-07-29,0,27.692307692307693,36.5,2.1,75.65384615384616,6.5,1.3692307692307693,18.7,0.0
217,경북,2016-07-30,0,28.1,36.1,5.992307692307692,78.45384615384616,6.4,1.3692307692307693,21.9,0.0
218,경북,2016-07-31,0,27.83076923076923,36.0,1.2615384615384615,77.63846153846154,6.1,1.376923076923077,20.9,0.0
219,경북,2016-08-01,0,27.16923076923077,36.2,1.1076923076923078,77.83846153846153,7.5,1.4230769230769231,20.1,0.0
220,경북,2016-08-02,0,25.73076923076923,32.8,3.5538461538461537,84.03846153846153,7.0,1.176923076923077,21.4,0.0
221,경북,2016-08-03,0,25.815384615384616,33.4,0.5692307692307692,83.82307692307693,4.8,1.1846153846153846,20.6,0.0
222,경북,2016-08-04,0,26.853846153846156,34.7,0.0,77.92307692307692,5.2,1.3461538461538463,19.7,0.0
223,경북,2016-08-05,0,27.430769230769233,35.9,0.0,75.0,5.0,1.3076923076923077,20.7,0.0
224,경북,2016-08-06,0,27.96923076923077,36.7,0.0,74.45384615384616,5.3,1.2923076923076924,19.0,0.0
225,경북,2016-08-07,0,28.99230769230769,37.8,0.19230769230769232,70.56153846153846,6.3,1.5076923076923079,20.8,0.0
226,경북,2016-08-08,0,27.853846153846156,37.4,13.753846153846155,76.71538461538461,8.8,1.676923076923077,20.9,0.0
227,경북,2016-08-09,0,26.63076923076923,34.2,0.0,74.65384615384616,6.6,1.7692307692307692,20.3,0.0
